         Seed   Temp  SE_cost  RM_cost   R_cost  RR_cost  SE  RM   R   N_states            Time
   3147791278   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      33100      1.00945100
   3056044377   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      35047      1.12332700
   2048581939   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      27151      0.83339400
   1989927648   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      37825      1.15188900
   3651063557   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      27259      0.80478900
   2591214173   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      27742      0.87070600
   1724755667   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      31071      0.96438600
   3453265752   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      28420      0.85793100
   2502709134   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      51576      1.49522400
   2395388467   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      31954      0.86529900
   2887661463   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      44865      1.38334700
   3291863579   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      25570      0.72592900
   3336547976   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      23481      0.69820700
   3536350557   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      41576      1.28010100
   3428381462   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      26371      0.76974600
   2632828552   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      25935      0.79794700
   2797281417   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      37844      1.04254100
   3255215222   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      25447      0.75213600
   2642266614   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      34449      0.94433100
   1692076943   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      26005      0.73055400
   2491855702   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      23008      0.74263600
   3348101114   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      30461      0.89368000
